0	28.08
1	35.4
2	55.62
3	34.24
4	53.56
5	41.2
6	46.1
7	50.76
8	53.53
9	51.31
10	19.94
11	13.48
12	58.18
13	20.04
14	45.34
15	39.37
16	50.39
17	39.55
18	25.5
19	60.21
20	23.55
21	37.01
22	60.08
23	34.16
24	31.87
25	23.01
26	40.57
27	33.07
28	55.84
29	25.95
30	31.5
31	44.34
32	39.36
33	23.03
34	33.0
35	27.25
36	26.43
37	34.94
38	33.72
39	15.65
40	13.55
41	40.67
42	18.97
43	25.63
44	38.12
45	40.4
46	46.71
47	38.25
48	58.75
49	24.37
50	48.79
51	50.9
52	61.02
53	38.89
54	53.79
55	47.73
56	61.96
57	59.16
58	29.8
59	28.75
60	15.67
61	42.6
62	36.8
63	36.92
64	35.47
65	35.96
66	13.4
67	16.22
68	47.28
69	32.33
70	44.15
71	23.88
72	32.02
73	48.52
74	37.17
75	47.43
76	38.69
77	38.21
78	13.61
79	26.08
80	44.68
81	36.1
82	50.46
83	40.54
84	58.5
85	30.75
86	56.5
87	55.55
88	51.13
89	41.81
90	35.88
91	46.5
92	63.71
93	26.88
94	13.2
95	25.12
96	28.67
97	65.08
98	15.06
99	46.83
100	44.93
101	25.81
102	42.94
103	46.09
104	17.31
105	34.44
106	57.39
107	16.56
108	28.53
109	30.99
110	29.62
111	31.2
112	61.63
113	53.13
114	32.75
115	13.79
116	48.18
117	37.6
118	24.98
119	47.6
120	32.14
121	53.89
122	49.25
123	68.46
124	33.22
125	51.2
126	31.32
127	35.04
128	25.47
129	39.13
130	60.49
131	49.13
132	48.39
133	50.71
134	40.51
135	19.67
136	29.45
137	55.5
138	23.06
139	70.7
140	57.54
141	25.73
142	50.22
143	33.28
144	46.23
145	19.76
146	50.46
147	19.48
148	36.95
149	37.73
150	39.17
151	41.32
152	48.89
153	46.47
154	24.87
155	24.41
156	30.92
157	56.81
158	54.65
159	47.26
160	27.25
161	33.56
162	58.47
163	57.24
164	43.28
165	45.31
166	39.21
167	25.48
168	48.65
169	46.9
170	49.85
171	54.45
172	20.61
173	43.02
174	50.46
175	32.54
176	25.39
177	46.07
178	66.14
179	22.86
180	74.12
181	43.33
182	41.84
183	31.19
184	38.8
185	10.79
186	43.5
187	42.96
188	51.7
189	22.29
190	28.35
191	42.71
192	15.1
193	44.77
194	39.46
195	48.32
196	57.21
197	32.29
198	39.81
199	44.69
200	58.16
201	66.26
202	47.06
203	12.2
204	30.38
205	57.04
206	28.95
207	39.69
208	30.12
209	35.65
210	16.96
211	77.87
212	39.15
213	35.36
214	29.05
215	22.35
216	26.8
217	36.27
218	19.21
219	34.0
220	44.09
221	39.38
222	34.94
223	18.13
224	42.56
225	44.57
226	18.33
227	48.53
228	38.75
229	44.04
230	36.02
231	58.16
232	53.07
233	38.11
234	44.87
235	27.76
236	37.24
237	40.57
238	52.14
239	62.09
240	48.22
241	22.62
242	43.79
243	61.43
244	21.23
245	63.02
246	45.76
247	29.03
248	57.13
249	36.73
250	51.58
251	31.96
252	36.58
253	36.69
254	49.37
255	32.13
256	22.76
257	24.36
258	29.87
259	41.11
260	45.06
261	34.09
262	36.38
263	53.89
264	15.55
265	23.01
266	48.65
267	35.7
268	56.96
269	49.19
270	54.99
271	18.5
272	34.47
273	40.53
274	19.5
275	64.4
276	67.7
277	42.6
278	36.65
279	38.67
280	41.65
281	52.43
282	43.15
283	46.36
284	38.61
285	49.39
286	3.75
287	33.5
288	25.45
289	25.62
290	38.84
291	47.44
292	22.86
293	55.64
294	42.18
295	21.47
296	37.49
297	39.82
298	20.99
299	29.01
300	71.02
301	26.32
302	30.14
303	14.09
304	17.35
305	29.72
306	31.49
