0	0	0.0312
0	1	0.0196
0	5	0.0081
0	6	0.0108
0	17	0.0164
0	18	0.0217
0	64	0.0074
0	73	0.04
0	74	0.0132
0	88	0.0333
0	101	0.04
0	103	0.0233
0	146	0.0714
0	148	0.0714
0	166	0.0079
0	177	0.0244
0	178	0.0345
0	215	0.0133
0	218	0.0233
0	221	0.0185
0	222	0.0179
0	223	0.0244
0	226	0.0217
0	238	0.0278
0	248	0.05
0	250	0.0333
0	266	0.0435
0	268	0.0345
0	283	0.0083
0	297	0.0526
0	309	0.0345
0	313	0.0588
0	316	0.0263
0	368	0.0222
0	377	0.0114
0	380	0.0303
0	459	0.0154
0	498	0.0164
0	560	0.0357
0	581	0.037
0	734	0.0769
1	1	0.0196
2	2	0.013
2	3	0.0161
2	4	0.0135
2	5	0.0081
2	6	0.0108
2	13	0.0164
2	54	0.0238
2	55	0.0286
2	56	0.0256
2	57	0.0185
2	58	0.0097
2	59	0.0217
2	63	0.0096
2	64	0.0074
2	86	0.0065
2	89	0.0175
2	96	0.0103
2	102	0.0625
2	107	0.0059
2	131	0.0217
2	132	0.0192
2	137	0.013
2	138	0.0345
2	140	0.0303
2	158	0.0233
2	160	0.0047
2	162	0.0196
2	174	0.0154
2	192	0.0526
2	193	0.04
2	194	0.0238
2	195	0.0345
2	208	0.0192
2	211	0.0085
2	238	0.0278
2	249	0.0089
2	252	0.0122
2	271	0.0172
2	273	0.0417
2	281	0.0222
2	283	0.0083
2	285	0.0147
2	286	0.0244
2	300	0.025
2	305	0.0192
2	308	0.0286
2	323	0.0323
2	333	0.0106
2	405	0.012
2	408	0.0263
2	409	0.0333
2	411	0.0135
2	412	0.0167
2	434	0.0066
2	481	0.0256
2	489	0.037
2	506	0.0196
2	516	0.0833
2	517	0.0769
2	520	0.0208
2	546	0.0137
2	571	0.05
2	586	0.04
2	587	0.0714
2	612	0.0213
2	665	0.0455
2	685	0.027
2	698	0.0417
2	738	0.0312
2	803	0.0625
2	809	0.0227
2	812	0.0227
2	826	0.0455
2	832	0.0455
2	845	0.0385
2	859	0.0172
2	865	0.1111
2	880	0.037
2	886	0.5
2	896	0.0476
2	899	1.0
2	971	0.1
2	990	0.05
2	1001	0.2
3	2	0.013
3	3	0.0161
3	4	0.0135
3	6	0.0108
3	46	0.0147
3	56	0.0256
3	57	0.0185
3	58	0.0097
3	59	0.0217
3	62	0.0056
3	63	0.0096
3	89	0.0175
3	102	0.0625
3	107	0.0059
3	128	0.0076
3	137	0.013
3	158	0.0233
3	174	0.0154
3	175	0.125
3	183	0.007
3	192	0.0526
3	193	0.04
3	194	0.0238
3	195	0.0345
3	208	0.0192
3	210	0.013
3	211	0.0085
3	236	0.0208
3	239	0.0909
3	252	0.0122
3	256	0.0085
3	271	0.0172
3	281	0.0222
3	286	0.0244
3	303	0.012
3	323	0.0323
3	371	0.0132
3	405	0.012
3	408	0.0263
3	411	0.0135
3	412	0.0167
3	434	0.0066
3	473	0.0133
3	520	0.0208
3	571	0.05
3	601	0.027
3	665	0.0455
3	685	0.027
3	812	0.0227
3	832	0.0455
3	845	0.0385
3	859	0.0172
3	880	0.037
3	971	0.1
3	990	0.05
3	1001	0.2
4	2	0.013
4	3	0.0161
4	4	0.0135
4	6	0.0108
4	13	0.0164
4	54	0.0238
4	55	0.0286
4	56	0.0256
4	57	0.0185
4	58	0.0097
4	59	0.0217
4	62	0.0056
4	63	0.0096
4	81	0.0109
4	82	0.0083
4	89	0.0175
4	96	0.0103
4	102	0.0625
4	107	0.0059
4	114	0.0092
4	121	0.0064
4	126	0.0357
4	131	0.0217
4	137	0.013
4	138	0.0345
4	142	0.0101
4	145	0.0213
4	158	0.0233
4	160	0.0047
4	162	0.0196
4	166	0.0079
4	169	0.0104
4	170	0.0115
4	174	0.0154
4	183	0.007
4	192	0.0526
4	193	0.04
4	194	0.0238
4	195	0.0345
4	208	0.0192
4	211	0.0085
4	239	0.0909
4	252	0.0122
4	256	0.0085
4	271	0.0172
4	281	0.0222
4	282	0.0094
4	283	0.0083
4	285	0.0147
4	286	0.0244
4	301	0.0086
4	305	0.0192
4	323	0.0323
4	360	0.0357
4	405	0.012
4	408	0.0263
4	411	0.0135
4	412	0.0167
4	424	0.0111
4	425	0.0588
4	430	0.0244
4	434	0.0066
4	481	0.0256
4	520	0.0208
4	532	0.05
4	533	0.0118
4	552	0.0278
4	571	0.05
4	586	0.04
4	587	0.0714
4	612	0.0213
4	625	0.1667
4	665	0.0455
4	685	0.027
4	698	0.0417
4	712	0.25
4	738	0.0312
4	803	0.0625
4	809	0.0227
4	812	0.0227
4	826	0.0455
4	832	0.0455
4	845	0.0385
4	859	0.0172
4	880	0.037
4	896	0.0476
4	971	0.1
4	990	0.05
4	1001	0.2
5	0	0.0312
5	2	0.013
5	5	0.0081
5	6	0.0108
5	7	0.0204
5	11	0.0161
5	21	0.009
5	24	0.0385
5	29	0.0208
5	34	0.0435
5	35	0.0189
5	41	0.0152
5	42	0.02
5	47	0.0213
5	53	0.037
5	55	0.0286
5	57	0.0185
5	58	0.0097
5	59	0.0217
5	63	0.0096
5	64	0.0074
5	74	0.0132
5	76	0.0455
5	82	0.0083
5	89	0.0175
5	96	0.0103
5	97	0.0476
5	99	0.0435
5	100	0.0278
5	105	0.0087
5	106	0.0078
5	115	0.0099
5	117	0.0667
5	120	0.0714
5	125	0.05
5	128	0.0076
5	132	0.0192
5	133	0.0137
5	134	0.0476
5	135	0.0286
5	140	0.0303
5	141	0.0147
5	154	0.0263
5	157	0.0185
5	169	0.0104
5	170	0.0115
5	171	0.0256
5	183	0.007
5	184	0.0139
5	189	0.0164
5	191	0.0213
5	192	0.0526
5	194	0.0238
5	195	0.0345
5	198	0.0526
5	201	0.0233
5	207	0.0345
5	209	0.0167
5	211	0.0085
5	215	0.0133
5	218	0.0233
5	230	0.0588
5	232	0.013
5	235	0.0556
5	236	0.0208
5	237	0.0435
5	242	0.0357
5	243	0.0217
5	249	0.0089
5	252	0.0122
5	255	0.0222
5	261	0.0233
5	269	0.0145
5	271	0.0172
5	272	0.0244
5	279	0.1111
5	281	0.0222
5	283	0.0083
5	284	0.0286
5	285	0.0147
5	286	0.0244
5	291	0.0455
5	302	0.0435
5	303	0.012
5	305	0.0192
5	306	0.0312
5	308	0.0286
5	309	0.0345
5	312	0.0476
5	318	0.02
5	323	0.0323
5	325	0.0385
5	327	0.0345
5	333	0.0106
5	337	0.027
5	346	0.0417
5	357	0.0238
5	362	0.0161
5	375	0.0189
5	379	0.0294
