0	54.3
1	41.31
2	33.99
3	25.22
4	36.35
5	60.32
6	28.02
7	48.22
8	51.64
9	63.37
10	21.46
11	56.17
12	50.68
13	46.18
14	45.28
15	17.35
16	32.98
17	51.68
18	41.5
19	21.39
20	35.02
21	41.38
22	34.71
23	54.25
24	34.32
25	30.2
26	42.22
27	29.99
28	46.54
29	37.53
30	18.54
31	41.53
32	40.32
33	9.74
34	37.55
35	41.09
36	41.19
37	76.65
38	28.46
39	27.17
40	22.39
41	29.51
42	43.77
43	25.93
44	40.4
45	37.72
46	46.42
47	50.4
48	32.52
49	63.39
50	48.61
51	40.51
52	35.69
53	50.72
54	44.22
55	35.77
56	20.94
57	39.12
58	18.92
59	32.26
60	32.03
61	47.45
62	49.82
63	40.9
64	40.8
65	37.41
66	37.51
67	13.33
68	28.14
69	63.21
70	21.74
71	44.79
72	25.02
73	20.48
74	51.76
75	16.52
76	15.88
77	27.84
78	46.63
79	25.43
80	39.67
81	33.25
82	50.9
83	21.51
84	30.76
85	57.04
86	53.95
87	51.32
88	26.87
89	21.02
90	47.73
91	31.89
92	32.18
93	66.33
94	41.09
95	41.8
96	60.57
97	56.97
98	35.65
99	39.32
100	25.93
101	37.64
102	13.91
103	42.5
104	31.32
105	44.42
106	44.68
107	27.93
108	35.79
109	61.49
110	22.91
111	6.89
112	55.0
113	76.59
114	21.14
115	24.84
116	24.13
117	36.9
118	62.78
119	33.93
120	12.33
121	45.15
122	23.93
123	34.67
124	23.7
125	51.64
126	30.63
127	18.27
128	31.94
129	23.31
130	35.98
131	19.86
132	36.88
133	54.15
134	11.03
135	71.25
136	31.12
137	30.19
138	38.86
139	26.67
140	37.58
141	10.13
142	32.86
143	34.58
144	37.83
145	51.4
146	43.24
147	45.96
148	34.36
149	41.09
150	55.0
151	26.88
152	35.78
153	54.8
154	43.93
155	63.46
156	31.09
157	38.42
158	56.19
159	12.05
160	54.66
161	45.83
162	35.4
163	34.11
164	33.7
165	34.78
166	34.25
167	50.59
168	24.93
169	45.07
170	19.79
171	36.95
172	23.69
173	31.77
174	48.36
175	43.49
176	51.54
177	28.54
178	36.98
179	41.02
180	14.93
181	52.42
182	8.28
183	40.17
184	54.71
185	40.86
186	41.09
187	42.15
188	49.72
189	50.63
190	24.25
191	24.44
192	36.43
193	47.6
194	25.93
195	34.08
196	54.52
197	27.74
198	22.95
199	41.08
200	51.82
201	23.6
202	36.51
203	62.12
204	33.3
205	33.07
206	29.7
207	62.39
208	66.18
209	27.94
210	24.43
211	35.4
212	50.29
213	12.87
214	41.62
215	42.71
216	50.1
217	45.13
218	68.49
219	53.31
220	28.7
221	29.91
222	26.69
223	33.11
224	18.32
225	61.75
226	19.89
227	47.94
228	26.6
229	47.37
230	40.51
231	28.57
232	40.43
