0	41.09
1	29.21
2	39.11
3	55.63
4	25.42
5	37.87
6	44.49
7	53.57
8	28.58
9	28.02
10	29.44
11	44.31
12	34.89
13	50.6
14	26.9
15	27.01
16	27.97
17	31.87
18	41.68
19	56.27
20	31.91
21	37.61
22	56.18
23	27.79
24	50.14
25	34.48
26	45.74
27	36.93
28	35.15
29	55.29
30	32.08
31	34.07
32	10.44
33	21.21
34	29.92
35	40.46
36	20.47
37	37.07
38	36.29
39	27.68
40	51.69
41	31.7
42	45.21
43	21.96
44	42.98
45	27.6
46	3.71
47	35.86
48	38.6
49	20.43
50	48.17
51	57.75
52	12.98
53	44.52
54	33.8
55	46.22
56	13.66
57	21.47
58	55.92
59	28.19
60	56.63
61	29.7
62	41.78
63	20.86
64	39.35
65	34.37
66	55.96
67	51.6
68	27.66
69	36.71
70	12.82
71	34.09
72	18.67
73	34.4
74	42.46
75	27.9
76	53.83
77	41.33
78	68.03
79	42.44
80	23.98
81	46.18
82	46.11
83	42.32
84	19.32
85	38.39
86	43.09
87	48.21
88	30.06
89	20.05
90	29.96
91	50.11
92	62.98
93	43.76
94	19.66
95	31.0
96	38.91
97	31.53
98	46.21
99	32.72
100	45.26
101	31.71
102	32.19
103	41.28
104	29.43
105	40.47
106	26.22
107	39.16
108	48.61
109	75.55
110	46.78
111	14.47
112	45.78
113	32.07
114	33.77
115	45.96
116	25.02
117	28.27
118	26.25
119	35.28
120	52.88
121	47.66
122	29.15
123	73.57
124	43.56
125	40.98
126	57.55
127	41.16
128	25.17
129	73.94
130	26.59
131	14.26
132	28.7
133	43.17
134	47.31
135	32.31
136	30.16
137	22.81
138	44.76
139	41.38
140	27.86
141	48.95
142	35.82
143	38.2
144	25.64
145	46.92
146	49.3
147	43.47
148	48.78
149	32.24
150	55.94
151	25.07
152	41.55
153	48.72
154	35.21
155	54.6
156	28.45
157	48.0
158	38.32
159	40.42
160	22.9
161	42.15
162	43.67
163	35.86
164	38.34
165	31.09
166	64.25
167	28.82
168	65.79
169	47.72
170	33.35
171	38.51
172	43.02
173	38.97
174	35.75
175	25.14
176	52.83
177	10.06
178	38.95
179	38.01
180	51.58
181	63.42
182	51.77
183	51.58
184	73.29
185	28.34
186	31.56
187	44.59
188	29.39
189	48.37
190	27.23
191	22.94
192	50.22
193	35.63
194	32.78
195	24.37
196	27.28
197	15.48
198	57.12
199	23.1
200	39.41
201	39.22
202	30.56
203	27.44
204	43.24
205	32.7
206	30.02
207	39.39
208	38.45
209	43.13
210	54.66
211	32.87
212	48.78
213	56.01
214	37.8
215	35.18
216	20.4
217	30.11
218	48.14
219	39.53
220	46.39
221	33.43
222	36.22
223	32.62
224	50.01
225	41.91
226	38.99
227	18.91
228	44.79
229	50.67
230	19.86
231	46.49
232	46.24
233	31.38
234	55.3
235	51.63
236	32.56
237	27.27
238	21.65
239	50.42
240	33.48
241	46.87
242	35.18
243	58.76
244	49.47
245	38.52
246	52.2
247	16.36
248	54.94
249	36.39
250	39.04
251	34.98
252	36.25
253	48.06
254	54.73
255	31.23
256	58.32
257	28.33
258	46.98
259	29.25
260	32.61
261	48.64
262	31.36
263	39.32
264	73.08
265	53.29
266	41.34
267	25.88
268	30.83
269	54.17
270	31.26
271	30.33
272	46.42
273	33.08
274	27.44
275	38.84
276	37.47
277	63.32
278	31.28
279	45.43
280	32.95
281	33.34
282	28.13
283	53.46
284	34.15
285	39.01
286	48.6
287	24.74
288	34.05
289	35.68
290	45.65
291	46.43
292	31.78
293	45.73
294	42.14
295	56.16
296	27.55
297	32.61
298	28.28
299	54.81
300	35.67
301	46.11
302	49.43
303	49.52
304	34.9
305	58.4
306	37.66
307	37.79
308	13.14
309	59.24
310	30.72
311	43.71
312	53.29
313	49.69
314	27.59
315	30.61
316	41.39
317	44.03
318	11.81
319	42.09
320	50.15
321	53.82
322	48.28
323	46.22
324	42.98
325	45.86
326	38.55
327	67.47
328	44.38
329	36.94
330	41.86
331	40.97
332	54.38
333	35.41
334	51.0
335	29.14
336	46.51
337	46.26
338	42.24
339	27.38
340	27.68
341	43.52
342	28.98
343	35.38
344	23.13
345	22.24
346	53.77
347	22.51
348	50.14
349	46.11
350	32.29
351	40.8
352	35.63
353	29.6
354	27.67
355	32.25
356	32.24
357	48.1
358	29.55
359	33.78
360	36.86
361	46.43
362	40.27
363	25.7
364	52.17
365	37.88
366	15.86
367	34.59
368	42.67
369	28.82
370	34.87
371	35.81
372	45.87
373	58.05
374	46.3
375	47.1
376	50.94
377	23.64
378	47.9
379	52.1
380	26.97
381	25.92
382	82.03
383	19.35
384	21.44
385	11.48
386	65.48
387	35.43
388	44.82
389	32.25
390	28.03
391	34.86
392	40.77
393	37.89
394	32.55
395	54.95
396	11.38
397	36.3
398	42.25
399	15.16
400	38.43
401	53.54
402	41.43
403	16.42
404	49.77
405	25.05
406	37.61
407	29.81
408	5.35
409	35.18
410	62.22
411	35.2
412	30.03
413	41.91
414	7.53
415	23.85
416	51.13
417	33.28
418	45.97
419	16.93
420	31.35
421	50.28
422	60.39
423	38.72
424	47.44
425	30.58
426	28.51
427	50.67
428	31.27
429	52.79
430	48.22
431	43.2
432	41.1
433	17.34
434	20.74
435	29.21
436	63.87
437	42.02
438	45.49
439	32.51
440	32.3
441	35.19
442	41.94
443	47.85
444	60.68
445	37.84
446	48.13
447	34.45
448	46.39
449	44.42
450	51.24
451	39.0
452	8.12
453	34.21
454	37.31
455	38.65
456	37.74
457	40.25
458	20.65
459	13.0
460	29.84
461	26.63
462	58.12
463	46.59
464	45.94
465	45.36
466	20.33
467	22.32
